122,856,688,531,395
616,1097
110
201,1035,359
159,915
984
664
464,826
576
660
666,346,753
614
81,97
934,64
214,427,816
983,421
286,710,169
772,893,774
431,645
546
625,789
78,544,535,837,361

553,381,627
411,294
209,210,1041
798,234,686,409,415
706
919,68,238
578,200
812,628,223
228
539,607,86
486,970,529
1013,972

866,88,961,833
402,913,719
996,124
510
203,175,403
523,962
1065,665,151,271,680,301,251,369,462,579,577,344
316
154,83,602
184,687,256
1059,230,132,349,809,1090,484,1058,941,283,629,336,644,920,807,755
489,917,71,733
145,1094
713,150
204,429

718,442,1099,502
221,125,472
33
114,410,269
931
5,53
819,343,1009
945,999,70
1024,261
491,541
903,528,32
745,630
239,422
1010
1056,723,580
194
165
459
926,969,810
685,764,1078
949,370,308,44,279,454
521
873
564,888,368
213,309,615
650,467,534,756
127
734,1003,1075
977,441
130,509,144
707,590,803
902,767,457,876,134,587
884,158
565,549,647,500
229,1044,67
377,94,24

990,828,716
558,193,855
978,497
596,957,112
408,693
141,958
904,366
1072,555,1073,241,1033
417,796,605,613
461
338,458,591
289,292,725
785
937,724,288,921,730
98,157,282
447,28,896,76

376,111,738
637,399,794
40,135,340
831,595,909
944,653,933,1032
453,701,313
293,1082,352,171,900,754
397,1011,603
673,818,894
1047
791,330,609
1036,1042,656,948
56,172,1017
26,35,1095,1005,501
302,345,120,658,335,776
37,698,548,545
444,731,963,880,432
166,465
198,520,943
782,863
759,15
1049,237
547,780,705,272
205,599,663,813
757,488,973
821,620,939,1031
743,280,19
385
473,1021,152,505,857,768,648
556,864,684,450,717,219
93,661,16
331,496,138,423,1039,274,960,1048,714,1070,598,358
493,936,262
775,853,771
604
814,1004,848
196,773,519,249
584,180,312
787,729,118
522,393
1008,108
62,106
1098,1016,6,30
43,898,721
669,284,481
592,347
737,1067,947,243,674,910
469,390,1068,728,1084
20,267,153
224,507,363
639,25,841
322,752,232
92,583,79,634
503,164,61
327,640,217
188,1081,332,257
786,641,582
350,777
892,935
299,979,300
315,355
266,966,435,277
494,448,1020
414,117
1034,466,1062
428,148,800
212,1025,104,552
622,199
843
827,342,1000
365,113,1040,845
220,652,382
568,563,139,849,975

691,1055,980
797,119,268
60,298,187
471,1022,870
844,1086
600,955,823,27
1074,907
886,379,353,320
38,225,638,952,179,748,877,487,140
303,537,388,295,456,586,46,817
635

360,938,233,852,478,951
562,795,425,918
550,445,404,835,73,681
173,129,868
396,567
434,3,654
23,1050,971,2,170
805,475


824,285,1064
48,87,834,690,832,1043
867,255,319,222,922,307,392,373
683,636,226,215
1006,278
420,927,950
123,245,670,446
107,982,712
761,438,426
468,334,287,895,89,679,946,270,781,418
13,651,389,341,357,407,276,258,889
39,10
742,102
735,498
727,191
928,533,91
860,667,321

8,440,588,854,976
372,176,323,1052
739,784,406
1028,439,646,85,923,1023,769
765,490,74,1063
1046,337,851,482,109,178,624,121,400
430,326,339,885,515
932,183,29,513,704
560,557,610,965,495,54
449,128,518
820,788,964,90,136
930,940
985,631,186
49,318
1089,1015,1096,383
526,386,783,242,162,992
0,11,470,525,246,1038,929,1051
419,333
317,760,514,163,524,543,668,306,182
671,906,924,18,367,677,160,253,561,882,585
840,1080,758,799,275,479,763,792
720,682,436,351,66,96,1027,708,354
206,711,31
227,694
378,126
672
778,474,143,914,374,911,149,443,762,69,281
273,633,77,881,263,394,678,433,594
697,483,401
460,231,741,968,247,75,890,314
290
612,879,4,1057,569

621,751,1002,328,116
715,747,95,207,451,291,384
703,45
375,657,517,790
1088,643,14,103,1,838,305
959,988,82,901
839,1083,858,41
17,192,311,744
80,42,452,211,702
859,574,22,260,58,779,793,55,190,101,356
593,1091,897,967,700
836,611,916
732,692,536
993,506,875
989,601
925,324,84,571,304,412,766
492,689,987,167,662,986,424
617,371,1076
530,1037
830,485,455,156,142,364,348,1085,808,437,1045,202
9,52,1018,649
632,1012,511,181
1079,538,872,736,804,504
887,235,240,871,259
516,1030,954,218,861,608,405,942,695,252,189,994,57,981

99,508,51,236,566
480,1001,572,416,606
512,297
675,699,161,477,1093,197,750,573,655,659,264,956,891,540,147
195,899
47,642,168,254
847,387,709,100
1060,499,1071,740
1019,296,12,746,146,216
905,597
619,1014,874,63,463,325,208,749,801,846,883
244,542,1026,822
362,72,551
997,570,310,908,391,250,842,998,36,825
559,878
265,527
815,7
696,554,1061
476,1066,59,802,865,1054
1069,722,137,1029
676
380,726,115
850,581,1087
829,398,50,623
991,174
811,912,248,177,65
185
1092,1077,34,626
575,618,974,532,953,155,806,131,770,133,1007
105,589,862,1053,21,329,413,869
995
