67,16,17,95,15,25,48,33,50,6,22,40,28,5,80,81,78,65,72,94,59
3,64,92,93,71,0,35,45,83,87,74,32,49,26,63,91,52,88,75,97,69
9,70,31,29,13,41,61,84,54,89,99,58,66,4,24,96,77,1,23,79,34,42,82,20,38
47,30,56,90,18,86,51,60,8,57,2,7,39,46,11,21,98,43,55,37,44,53,14,19
10,73,85,27,76,36,68,12,62
