50,16,95,78,46,40,5,17,22,20,72,28,80,48,67
35,71,92,75,93,68,63,97,49,33,14,64,45,83,88,3,59,87,26
70,24,36,29,66,31,89,9,74,54,91,34,69,61,32,15,13,77,27,99,84,58
18,30,56,55,51,60,4,41,62,11,98,82,81,47,21,79,6,57,86,0,8,23,52
76,73,38,39,96,53,44,19,1,7,42,85,43,94,10,37,25,2,12,65,90
