4,5,12,27,30,33,36,39,47,48
6,8,17,23,24,26,29,31,34,38,42,52
2,7,15,22,35,37,45,50,51,54,55,56,57
0,3,10,13,18,19,21,32,40,46,53,72
1,9,11,14,16,20,25,28,41,43,44,49
