20,40,17,5,28,72,67,50,95,78,48,46,80,16,12,22
45,75,49,59,71,26,35,87,3,92,33,97,83,68,93,64
70,34,13,9,91,69,29,32,31,36,15,77,58,74,54,84,38,42,24,66,89,99,61
47,4,98,8,81,57,23,21,82,6,51,60,62,79,55,86,41,18,11,56,43,52,30,90,0
94,1,27,7,19,65,88,96,25,10,73,76,85,44,63,37,14,2,53,39
