67,80,50,17,16,46,28,72,48,20,5,95,40,78,22
87,59,68,83,45,71,93,3,97,35,33,49,63,26,92,25,88,75,64
24,99,69,58,89,74,54,61,29,32,34,66,31,91,9,1,13,36,70,15,77,84
30,57,41,23,47,6,11,60,79,51,56,55,98,18,81,8,62,4,37,0,86,21,82
39,52,27,44,94,14,38,2,85,90,65,76,10,7,53,96,19,12,43,42,73
