72,67,46,95,28,17,22,78,50,16,48,40,20,80,5
71,75,64,33,59,45,68,87,26,93,92,83,97,35,3,49,14
29,69,74,54,91,66,15,9,36,61,58,34,89,84,31,70,32,99,96,77,38,13,24
57,60,8,0,47,55,11,79,6,98,82,56,18,21,30,51,4,90,81,2,62,41,7,86,23
39,44,88,52,12,42,76,73,53,63,19,25,1,37,85,27,43,94,10,65
