5,16,17,20,22,28,40,46,48,50,67,72,78,80,95
3,26,33,35,45,49,59,64,68,71,75,83,85,87,88,92,93,97
9,13,15,24,29,31,32,34,36,54,58,61,66,69,70,74,77,84,89,91,99,1
0,4,6,8,11,18,21,23,30,41,47,51,55,56,57,60,62,79,81,82,86,90,94,98
2,7,10,12,14,19,25,27,37,38,39,42,43,44,52,53,63,65,73,76,96
